dialogue,summary
"#Person1#: Hi
#Person2#: hey how are you
#Person1#: Im good and you
#Person1#: I've been wondering if the field trip is mandatory
#Person2#: It is
#Person2#: she will take attendance
#Person1#: Oh no [LAUGH]
#Person2#: So yea, everyone is going haha
#Person2#: Apparently, she's giving additional marks for coming
#Person1#: I am struggling in that class\
#Person2#: oh no
#Person1#: So I guess I have to impress her
#Person1#: So that I can pass the class
#Person2#: I tell you
#Person2#: Just go
#Person2#: there will be group work and she will mark it
#Person2#: So we can get you covered hahaha 🤣🤣🤣
#Person1#: Right on, thanks much
#Person2#: see u there!","The field trip is mandatory. #Person2# and #Person1# participate, because there are additional marks to pass the class."
"#Person1#: U going to COMM345?
#Person2#: Im not going 😛
#Person1#: Why?
#Person2#: Feeling sick
#Person1#: Ugh",#Person2# won't go to COMM345 because he is sick.
"#Person1#: hey
#Person1#: yo??
#Person1#:???
#Person2#: let me sleep for once
#Person1#::/",#Person2# would like to be left to sleep.
"#Person1#: Hi there![HAPPY]
#Person2#: Hi, what's up?
#Person1#: Nothing much. I've heard you and Tim were apartment hunting the other day[HAPPY] You guys moving together?[HAPPY]
#Person2#: Lol, no[LAUGH]
#Person2#: He just lives super close and I thought it was a cool idea to have someone else to go with me[HAPPY]
#Person2#: The lady who owns the place actually have us a strange look[HAPPY] She looked super old fashioned so you know what she must have been thinking[LAUGH]
#Person1#: Yeah, I can imagine[HAPPY]
#Person2#: And we thought it would be funny not to explain anything. But she actually was very polite and never said anything.
#Person1#: That's a good sign actually[HAPPY]
#Person2#: Well, the flat is a typical rental, so she must have seen some stuff[HAPPY]
#Person1#: Yeah, I can imagine[HAPPY]
#Person1#: Anyway, how's the apartment?
#Person2#: Well, decent would be the best word to describe it.
#Person2#: the rooms are old, haven't been renovated in quite some time
#Person2#: The kitchen is OK - no luxurious stuff but quite nice looking. And there is a dishwasher[HAPPY]
#Person1#: Always a plus - I can't imagine living without one now[HAPPY]
#Person2#: The bathroom has been renovated recently - so it's new and in this kind of rental-basic style
#Person2#: In general, if I were buying it for myself it would need a serious overhaul, but as a rental should be ok
#Person1#: So what's stopping you? You don't seem all that enthusiastic
#Person2#: The rent is rather high so I would expect a bit more for that money
#Person1#: Well, then try to negotiate, if she's been renting it already for some time then she knows the game[HAPPY] You always set the price higher in case you find someone who would be willing to pay it[HAPPY]
#Person2#: Yeah, that's a good idea
#Person1#: And let me know how it went. Would be good to have all the gang closer[HAPPY]
#Person2#: yeah, that would be cool[HAPPY] Will let you know!","Tim accompanied #Person2# with looking for the apartment the other day. They checked out one flat, which turned out to be decent, but the rent was too high. Following #Person1#'s advice, #Person2# will negotiate the rent with flat owner."
"#Person1#: I’m going to see a game after work.
#Person2#: Ok. We will leave you some food for later.
#Person3#: I'm also going to see the game!
#Person1#: I'll be in Granta
#Person3#: Me too!",#Person1# and #Person3# are going to see the game in Granta.
"#Person1#: Is anybody going to Milan these days?
#Person2#: I may go on Monday
#Person2#: why?
#Person1#: I need to leave some documents at the university but it doesn't make sense to go there only for that
#Person3#: I'll be there tomorrow
#Person3#: So I can take them for you
#Person1#: Perfect!
#Person3#: but you have to bring them to my place
#Person3#: could you?
#Person1#: sure, I can be at your place in 15min
#Person3#: good, that would be great, i've to wake up early
#Person1#: ok, I'll copy them in the city and come over
#Person1#: so it may take 20-30min, is that ok?
#Person3#: sure!",#Person1# needs to leave some documents at the university in Milan. #Person3# will be there tomorrow so she'll take them for him. He's just going to copy them in the city and he'll be at her place in 20-30mins.
"#Person1#: Do you think Gill will turn up?
#Person2#: No. I wouldn't if I were her. I'd be too embarrassed.
#Person1#: Me too. But you never know with her.
#Person2#: We'll see.
#Person1#: It's going to be an interesting party.
#Person2#::-p",Gill might surprise #Person1# and #Person2# and show up for the party.
"#Person1#: Hey, are you home did you went on a walk with the dog?
#Person2#: Yes, just went with her two minutes ago
#Person1#: Great, thanks, I'll be late today
#Person2#: No worries, see you then",#Person2# has already walked the dog.
"#Person1#: hey, it was a great time I spent there, really nice experience.
#Person1#: Do you have, by chance, the names of the bands?
#Person1#: Not that important though
#Person2#: atually these were not bands but just single pple, but l8er I can give u their fbs.
#Person2#: really nice meeting u2, let's jam more often!
#Person1#: Definitely!
#Person1#: once I'm back in town, I'll let u know;-)
#Person2#: always welcome
#Person1#: thx, we're in touch",#Person1# enjoyed jamming with Paul. Paul will send her Facebook profiles of the other people that played.
"#Person1#: what are you cooking tonight? need some ideas! x
#Person2#: not cooking ordering pizza[WINK]
#Person3#: shepherd's pie
#Person4#: beef casserole
#Person5#: roasted chicken + veggies & potatoes
#Person2#: delicious!
#Person1#: any vegetarian dishes tonight?
#Person3#: you can replace lamb with lentils
#Person1#: sounds interesting i never tried that
#Person4#: yeah, we use lentils, beans, chickpeas as well they are nutritious and satisfying
#Person6#: i'm cooking macaroni cauliflower cheese! my favourite!
#Person7#: we're having veggie chilli! yum yum! but it's gonna be takeaway!
#Person1#: is there meat in it?
#Person7#: No, just lots of veggies and beans
#Person1#: i'm gonna try to cook it myself!","#Person1# is looking for meal ideas for tonight. #Person2# is ordering food, #Person3#, #Person4#, Lilly and #Person6# are cooking various meals. #Person7# is getting vegetarian chili. #Person1# will try to make it herself."
"#Person1#: Jess, where are you??? Mum and dad are getting worried
#Person2#: Soorry, took the wrong bus then my phone died. I'm at Mia's place
#Person1#: Okay, I'll let them know. Want me to pick you up?
#Person2#: Nah, I'll be home in 20 min[HAPPY]",#Person2# is at Mia's place now and will arrive home in 20 minutes.
"#Person1#: HI girl, how long are you staying at your parent's?
#Person2#: hey, another week, till sunday, why?
#Person1#: I wanted you to go with me to Vertigo, it's a jazz dance club.
#Person2#: sounds interesting
#Person1#: On 20th they organize a ""Classy night"".
#Person2#: what?
#Person1#: You know, acting like a lady, with a champagne in your hand, listening to jazz music.
#Person2#: hmm not sure I'd be a good company
#Person2#: and im coming back on 20th, but will probably need to rest
#Person1#: Oh I understand.
#Person1#: Maybe next time!","#Person2# will stay at her parents' house until Sunday. She will likely be too tired to join ""Classy Night"" at Vertigo jazz club with #Person1# on the 20th."
"#Person1#: wanna go shopping on Mon?
#Person2#: actually that sounds great
#Person2#: need new shoes
#Person1#: great! I'll call you up on Sun!",#Person1# and #Person2# are going to go shopping on Monday. #Person2# needs new shoes. #Person1# will call her up on Sunday.
"#Person1#: Hey Michael, have you seen my register?
#Person2#: What does it look like?
#Person1#: It got a picture of Messi on its cover.
#Person2#: Yeah i remember. I have seen this register.
#Person1#: Where?
#Person2#: I saw it with Ava.
#Person1#: Oh yeah i remember. She waned to copy notes.
#Person2#: There you go. Problem solved.",#Person1# is asking #Person2# about his register. It is Ava who has it.
"#Person1#: Do you love me?
#Person2#: Sure I do!! <3
#Person1#: Just checking[WINK];*",#Person2# loves #Person1#.
"#Person1#: I've got an interview!
#Person2#: Wow well done! Where?
#Person3#: Whoop whoop!!!
#Person1#: Goldmans Sachs bro #swag
#Person3#: hahahaha
#Person2#: wow fancy! when?
#Person1#: Thursday at 6 pm.
#Person3#: Damn Frank, we're going to the theatre on Thursday
#Person1#: this Thursday?
#Person3#: Yes, this Thursday... it starts at 7
#Person2#: Can you reschedule?
#Person1#: an interview with Goldman Sachs? After 5 months of recruitment process?
#Person2#: shit
#Person3#: well, yeah, shit, one ticket is 80 quid
#Person1#: maybe you can sell them?
#Person3#: I don't know about you, but I'm going
#Person3#: Jesus Frank how difficult it is to remember one date","#Person1# has an interview with Goldmans Sachs on Thursday at 6 pm. He was supposed to go to the theatre with #Person3# then, but he forgot about it."
"#Person1#: Hi, Rich.
#Person2#: Hi, Alex.
#Person1#: I just received your letter.
#Person2#: Oh, good. That was quick!
#Person1#: Yeah.
#Person1#: Well, I read it.
#Person2#: And?
#Person1#: In general, it's what we spoke about.
#Person2#: That's what I thought.
#Person1#: However, we need to discuss a few points.
#Person2#: Sure, Alex.
#Person2#: I just wanted to get the thing moving.
#Person1#: I understand, but we need to meet.
#Person2#: No problem. My office or yours?
#Person1#: What do you think if we'll just meet for lunch?
#Person2#: Won't hurt[HAPPY]
#Person1#: How about this Indian place on Main Street?
#Person2#: I always eat too much in there. But what the hell.
#Person2#: Let's do it.
#Person1#: Tomorrow 1 pm?
#Person2#: I'll skip breakfast and be there[HAPPY]",#Person1# has just received #Person2#'s letter. They will meet at the Indian place on Main Street at 1 pm tomorrow to discuss a few points.
"#Person1#: busy?
#Person2#: not really, was going to play CS
#Person1#: want to shoot some hoops?
#Person1#: Benji called and they gathering guys atm
#Person2#: haven't played ball in ages
#Person1#: not a problem
#Person1#: we'll be taking it easy anyway
#Person2#: when they plan to start?
#Person1#: not sure
#Person1#: waiting for Benji to call me again
#Person1#: but should be within the next hour
#Person2#: ok
#Person2#: let me know when you'll have more info
#Person2#: if it's not too late I can go
#Person1#: great, I'll let you know as soon as I have the info",#Person1# and #Person2# may go play basketball if Benji gathers the team.
"#Person1#: I'll be in 20 minutes
#Person2#: whaaat? you were supposed to be at 6
#Person1#:...
#Person2#: lol u messed up hours again[LAUGH]
#Person1#: OK so I'll go shopping first
#Person2#: Visit me at 5.30 then[LAUGH]",#Person1# was supposed to visit #Person2# at 6. He came earlier as he mixed up the hours. #Person2# offers that #Person1# can come at 5:30 instead.
"#Person1#: Timmy load the dishwasher please
#Person2#: but dad it's Monica's turn!!!!
#Person1#: no it isn't why are you lying?
#Person2#: that's not fair!!!!!!!!!!!!",#Person2# has to load the dishwasher although he does not want to.
"#Person1#: How are you? how is America treating you?
#Person2#: it's fine only food is sometimes crap
#Person1#: sometimes?
#Person2#: some food is in fact good, but for example bread can be unbearable
#Person1#: really?
#Person2#: the worst is the cheapest
#Person1#: is it toast bread?
#Person2#: yes, it tastes like cardboard
#Person1#: I know, but you can surely get different kinds of bread
#Person2#: sure, ciabatta etc
#Person1#: because there is everything in New York, the whole world in one city
#Person2#: hahah, it's true indeed
#Person2#: there is even a shop with Finnish food close to my place
#Person1#: how cute!
#Person2#: so I can't really complain","#Person2# is doing fine in America, but finds some foods disgusting. He especially dislikes the cheapest kinds of bread. #Person1# points out that in New York there's a variety of food options to choose from. There's a shop with Finnish food close to #Person2#'s place."
